news,source,label
"60 ಸಾವಿರ ರಾಷ್ಟ್ರಧ್ವಜ ಪೂರೈಕೆಗೆ ತಯಾರಿ                              
                        ",prajavani,1
ಬ್ರಿಟನ್‌ನಲ್ಲಿ ಮಂಕಿಪಾಕ್ಸ್‌ ಕೇಸು ಪತ್ತೆ,asianet,1
" ಪೊಲೀಸ್ ಮೇಲೆ ಹಲ್ಲೆ ಆರೋಪ, ವೈರಲ್ ಆಗಿರುವ ಚಿತ್ರ ನಿಜವೇ?",prajavani,0
ಭಾರತೀಯ ಮಹಿಳಾ ಕುಸ್ತಿ ಪಂದ್ಯದ ಹಳೆಯ ವೀಡಿಯೊ ‘ಪಾಕಿಸ್ತಾನದ ಕುಸ್ತಿಪಟುವನ್ನು ಆರ್‌ಎಸ್‌ಎಸ್ ಸದಸ್ಯೆ ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ ಎಂದು ಹರಿದಾಡುತ್ತಿದೆ,factly,0
" ಮನೆಗೆ ಸಿಂಪಡಿಸಿದ್ದ ತಿಗಣೆ ನಾಶಕ ವಾಸನೆಗೆ ಬಾಲಕಿ ಸಾವು, ಪೋಷಕರ ಜೀವನ್ಮರಣ ಹೋರಾಟ",asianet,1
"ಶ್ರೀಕೃಷ್ಣನ ಜನ್ಮಸ್ಥಳ ವಿವಾದ:ಕೆಳಹಂತದ ಕೋರ್ಟ್‌ನ ವಿಚಾರಣೆಗೆ ಹೈಕೋರ್ಟ್ ತಡೆ                              
                        ",prajavani,1
‘ಬಿಬಿಸಿ’ ವರದಿ ಮಾಡಿರುವ ಈ ವಿಡಿಯೋ ಇತ್ತೀಚಿನ ತ್ರಿಪುರಾ ಕೋಮು ಹಿಂಸಾಚಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ್ದಲ್ಲ,factly,0
ಚಿತ್ರದುರ್ಗದ ಗಣೇಶ ವಿಸರ್ಜನೆ ಮೆರವಣಿಗೆಯ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಹರ್ಷ ಹತ್ಯೆಯ ವಿರುದ್ದ ಹಿಂದೂ ಸಂಘಟನೆಗಳ ಪ್ರತಿಭಟನೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೆ,factly,0
ವಿನಾಶದ ಸಂಕೇತ: 3 ದಿನಗಳಲ್ಲಿ ಭೂಮಿಯನ್ನು ಬಹುದೊಡ್ಡ ಸಂಕಟ ಆವರಿಸುವ ಭೀತಿ,asianet,1
 ತಂತ್ರಜ್ಞಾನ ಲೋಕದ ಅನಾವರಣ,prajavani,0
ಗಲ್ಫ್ ಕಂಪನಿಗಳು ಭಾರತೀಯ ಕಾರ್ಮಿಕರನ್ನು ವಾಪಸ್ ಕಳುಹಿಸುತ್ತಿದ್ದಾರೆ ಎಂಬುದು ಸುಳ್ಳು,factly,0
 'ಬಸ್‌ ಬಣ್ಣ ಬದಲಿಸಿದ ಹರಿಯಾಣ' ಹೀಗೊಂದು ಸಂದೇಶ ವೈರಲ್,oneindia,0
"Fact Check: ದ್ರೌಪದಿ ಮುರ್ಮು ಮೋಹನ್ ಭಾಗವತ್‌ರನ್ನು ಭೇಟಿಯಾಗಿಲ್ಲ, ಎಡಿಟೆಡ್ ಚಿತ್ರ ವೈರಲ್  ",asianet,1
Fact Check| ಶಾಹೀನ್‌ ಬಾಗ್‌ ಹಿಂಭಾಗದಲ್ಲಿ ಕಾಂಡೋಮ್‌ಗಳ ರಾಶಿ,asianet,0
ಗಾಂಧಿನಗರ ರೈಲ್ವೇ ನಿಲ್ದಾಣದ ದೃಶ್ಯಗಳನ್ನು ಅಯೋಧ್ಯೆ ರೈಲ್ವೇ ನಿಲ್ದಾಣದ ದೃಶ್ಯಗಳೆಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
 ಮೋದಿ ಸೋದರರೆಲ್ಲಾ ದೊಡ್ಡ ದೊಡ್ಡ ಹುದ್ದೆಯಲ್ಲಿದ್ದಾರಾ?,asianet,0
"ತುಂಗ–ಭದ್ರಾ ನದಿಯಲ್ಲಿ ಹೆಚ್ಚಿದ ನೀರು: ಮತ್ತೆ ಪ್ರವಾಹದ ಆತಂಕ                              
                        ",prajavani,1
 ಶಹೀನ್‌ ಭಾಗ್‌ ದಾದಿ ಈಗ ಪಂಜಾಬಿ ರೈತಳಾಗಿ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಭಾಗಿ?,asianet,0
Fact Check| ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ಒಪ್ಪಿದ ಮನೆಮದ್ದು,asianet,0
"ಶ್ರೀಲಂಕಾ ಸ್ಥಿತಿ ಬಗ್ಗೆ IMF ಕಣ್ಣು, ರಾಜಕೀಯ ಸಂಕಷ್ಟ ನಿವಾರಣೆಯಾಗುತ್ತಿದ್ದಂತೆಯೇ ಬೇಲ್‌ಔಟ್‌ ಡೀಲ್‌ ಚರ್ಚೆ",asianet,1
Fact Check| ಜನ​ರಿಗೆ ಉಚಿ​ತ​ ಮಾಸ್ಕ್‌ ನೀಡಲು ಮೋದಿ ನಿರ್ಧಾ​ರ,asianet,0
Hubli Crime News: ಕಾರ್ಪೋರೆಟರ್ ಹತ್ಯೆಗೆ ಪತಿಯಿಂದಲೇ ಯತ್ನ: ದೂರು ದಾಖಲು,asianet,1
100 ಕೆಜಿ ತೂಕದ ಬರ್ಮೀಸ್ ಹೆಬ್ಬಾವು ಸೆರೆ,asianet,1
"ಸ್ಮಾರ್ಟ್ ಸಿಟಿ ಕಾಮಗಾರಿ ಕಳಪೆ: ಆರೋಪ                              
                        ",prajavani,1
ಕ್ರೈಂಸಿಟಿ ಆಗ್ತಿದ್ಯಾ ಸಿಲ್ಕ್‌ ಸಿಟಿ: ಯುವಕನ ಮೇಲೆ ಲಾಂಗ್‌ನಿಂದ ಹಲ್ಲೆಗೆ ಯತ್ನ video viral ,asianet,1
"ರೈತರ ಮೇಲಿನ ಗೋಲಿಬಾರ್‌ಗೆ 42 ವರ್ಷ                              
                        ",prajavani,1
"ರಾಯಚೂರು: ಒಂದು ಹೆಣ್ಣಿಗಾಗಿ ಇಬ್ಬರ ಕಿತ್ತಾಟ, ಕೊಲೆಯಲ್ಲಿ ಅಂತ್ಯ ",asianet,1
"ರಾಜಸ್ಥಾನದಲ್ಲಿ ಪೊಲೀಸರು ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದ ವಾಹನ ಉರುಳಿದ್ದನ್ನು, ಉತ್ತರ ಪ್ರದೇಶದ ವಿಡಿಯೊ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ",factly,0
"ಜಿಎಸ್‌ಟಿ ಸ್ತರ, ದರ ಬದಲಿಗೆ ಒಮ್ಮತವಿಲ್ಲ:  ಬೊಮ್ಮಾಯಿ ನೇತೃತ್ವದಲ್ಲಿ ಹಣಕಾಸು ಸಚಿವರ ಸಭೆ ವಿಫಲ",asianet,1
"ಧರ್ಮಪುರ: ಮಳೆಗೆ ಬೆಳೆ ಹಾನಿ                              
                        ",prajavani,1
"‘ವ್ರತಾಚರಣೆಯಿಂದ ಏಕಾಗ್ರತೆ’                              
                        ",prajavani,1
"ಮಳೆ ಹಾನಿ ಪ್ರದೇಶಕ್ಕೆ ಜಿಲ್ಲಾಧಿಕಾರಿ ಭೇಟಿ                              
                        ",prajavani,1
2011ರ ಸುನಾಮಿಯಿಂದ ಜಪಾನ್‌ ಗಾದ ವಿನಾಶದ ವಿಡಿಯೋವನ್ನು ಚೀನಾದ್ದ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ನೂಪುರ್ ಶರ್ಮಾಗೆ ಬೆಂಬಲ ಸೂಚಿಸಿದ ಹಿಂದೂ ಯುವಕನ ತಲೆ ಕತ್ತರಿಸಿದ ಮುಸ್ಲಿಂ ಯುವಕರು, ವಿಡಿಯೋ ವೈರಲ್",asianet,1
" ಈ ದೇಶದಲ್ಲಿ 1GB ಡೇಟಾಗೆ 3,500 ರೂಪಾಯಿ! ಅತಿ ಕಡಿಮೆ ಬೆಲೆಗೆ ಡೇಟಾ ನೀಡುವ ದೇಶ ಯಾವುದು ಗೊತ್ತಾ?",news18,1
ಗೃಹ ಸಚಿವರ ತವರು ಕ್ಷೇತ್ರದಲ್ಲಿ ದಲಿತ ಮಹಿಳೆಯ ಮೇಲೆ ಅತ್ಯಾಚಾರ ಯತ್ನ,asianet,1
"ಆ್ಯಂಬುಲೆನ್ಸ್‌ನಲ್ಲಿ ಮಗುವನ್ನು ಆಸ್ಪತ್ರೆ ಸಾಗಿಸುವ ವೇಳೆ ಭೂಕುಸಿತ, ನೆರವಿಗೆ ಧಾವಿಸಿದ ಭಾರತೀಯ ಸೇನೆ",asianet,1
ಸುಯ್ ಅಂತ ಜಾರಿ ಬಂದು ಮೊಸಳೆ ಬಾಯಿಗೆ ತಲೆ ಕೊಟ್ಟೇ ಬಿಟ್ಟ..,asianet,1
ಬ್ಯಾಂಕ್ ದರೋಡೆಕೋರರನ್ನು ಬಂಧಿಸುವ ಪೊಲೀಸರ ಅಣಕು ಪ್ರದರ್ಶನವನ್ನು ನಿಜ ಘಟನೆಯ ವಿಡಿಯೋ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
ಜಿಂಕೆ ಮರಿಯನ್ನು ರಕ್ಷಿಸುತ್ತಿರುವ ಬಾಂಗ್ಲಾದೇಶಿ ಹುಡುಗನ ಚಿತ್ರಗಳನ್ನು ಅಸ್ಸಾಂನ ಬಾಹುಬಲಿ ಎಂದು ಬಣ್ಣಿಸಲಾಗಿದೆ,factly,0
"ಮಹಾರಾಷ್ಟ್ರ: ಸಾಮ್ನಾ ಪತ್ರಿಕೆಯ ಸಂಪಾದಕರಾಗಿ ಉದ್ಧವ್ ಠಾಕ್ರೆ ಅಧಿಕಾರ ಸ್ವೀಕಾರ                              
                        ",prajavani,1
 ಡೆನ್ಮಾರ್ಕಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಮತದಾನ ಮಾಡಲು ನಿಷೇಧ?,asianet,0
"ಗೆಲುವನ್ನು ಆಚರಿಸಿ, ಕ್ಷಮೆ ಕೇಳಬೇಡಿ: ಪೂಜಾ ಗೆಹಲೋತ್‌ಗೆ ಪ್ರಧಾನಿ ಮೋದಿ ",prajavani,1
ನೂಪುರ್‌ ಕೊಲ್ಲಲು ಬಂದ ಪಾಕ್‌ ನುಸುಳುಕೋರ ಸರೆ,asianet,1
 ವೈರಲ್‌ ಚಿತ್ರದಲ್ಲಿ ಆಟೋ ರಿಕ್ಷಾ ಜತೆ ನಿಂತಿರುವ ವ್ಯಕ್ತಿ ಮಹಾ ಮುಖ್ಯಮಂತ್ರಿ ಏಕನಾಥ್ ಶಿಂಧೆ ಅಲ್ಲ,asianet,0
ನಕಲಿ ರಸಗೊಬ್ಬರ: ಅನ್ನದಾತರಿಗೆ ಪಂಗನಾಮ,asianet,1
 ರೈತರ ಪ್ರತಿಭಟನೆಗೆ ಕಮಲಾ ಹ್ಯಾರಿಸ್ ಬೆಂಬಲ,oneindia,0
 ತಮಿಳುನಾಡಿನಲ್ಲಿ ಕಮಲ ಅರಳುತ್ತಿದೆ,prajavani,0
ಯುವಕನ ಸ್ಟೈಲಿಶ್‌ ಬ್ಯಾಕ್‌ಫ್ಲಿಪ್‌ ಸ್ಟಂಟ್‌ಗೆ ಬೆರಗಾದ ನೆಟ್ಟಿಗರು,asianet,1
ಯುಪಿ ಸಿಎಂ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಬೆಂಗಾವಲು ಪಡೆಯ ಮೇಲೆ ವಿದ್ಯಾರ್ಥಿಗಳು ಇತ್ತೀಚೆಗೆ ದಾಳಿ ನಡೆಸಿದ್ದಾರೆಂದು 2017ರ ವಿಡಿಯೊವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ತೈಲ ಕಂಪನಿಗಳಿಗೆ ₹18,480 ಕೋಟಿ ನಷ್ಟ                              
                        ",prajavani,1
ನಜ್ಮಾ ನಜೀರ್ ಅವರ ಫೋಟೋಗಳನ್ನು ವಿದ್ಯಾರ್ಥಿನಿ ಮುಸ್ಕಾನ್ ಖಾನ್ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೆ,factly,0
ಗುಡುಗು ಸಿಡಿಲು ಸಹಿತ ಮಳೆಗೆ ತತ್ತರಿಸಿದ ರಾಷ್ಟ್ರ ರಾಜಧಾನಿ: ದೆಹಲಿಯಲ್ಲಿ ಜನಜೀವನ ಅಸ್ತವ್ಯಸ್ತ,asianet,1
ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮ ಬಳಕೆದಾರರ ಸಮಸ್ಯೆ ಆಲಿಸಲು ಸಮಿತಿ,asianet,1
"ತಿಂಗಳ ಸಂಬಳ ನೀಡಿದ ಪೊಲೀಸರು                              
                        ",prajavani,1
 ಧಾರ್ಮಿಕ ಉಡುಗೆ ತೊಟ್ಟು KSRTC ಬಸ್‌ ಓಡಿಸಿದ ಚಾಲಕ?  ವೈರಲ್‌ ಚಿತ್ರದ ಹಿಂದಿನ ಸತ್ಯವೇನು?‌,asianet,0
"NEET PG 2022, ಸ್ನಾತಕೋತ್ತರ ರಾಷ್ಟ್ರೀಯ ಅರ್ಹತೆ ಮತ್ತು ಪ್ರವೇಶ ಪರೀಕ್ಷೆ ಬಗ್ಗೆ ನಕಲಿ ಸುದ್ದಿ",oneindia,0
Covid Crisis: ತಮಿಳುನಾಡಿನಲ್ಲಿ ಒಮಿಕ್ರೋನ್‌ ರೂಪಾಂತರಿಯ 12 ಕೇಸು ಪತ್ತೆ,asianet,1
"Texas Shooting: ಮಗನನ್ನು ಜಡ್ಜ್‌ ಮಾಡಬೇಡಿ, ಅವನಿಗೆ ತನ್ನದೇ ಕಾರಣಗಳಿತ್ತು: 19 ಮಂದಿಯ ಬಲಿ ಪಡೆದಾತನ ತಾಯಿ ಮಾತು",asianet,1
"ಲಾಹೋರ್‌: 1,200 ವರ್ಷದಷ್ಟು ಹಳೆಯ ದೇವಾಲಯ ಸಾರ್ವಜನಿಕರ ದರ್ಶನಕ್ಕೆ ಮುಕ್ತ                              
                        ",prajavani,1
ಲೋಕ ಅದಾಲತ್‌ನಲ್ಲಿ ದಾಖಲೆಯ 7.6 ಲಕ್ಷ ಕೇಸ್‌ ರಾಜಿ,asianet,1
"ನವಜಾತ ಶಿಶು ಮತ್ತು ತಾಯಿಯ ದೃಶ್ಯಗಳನ್ನು ತಪ್ಪಾದ, ಹಳೆಯ ಕಥೆಯೊಂದಿಗೆ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ",factly,0
ಮೊದಲ ಸ್ವಾತಂತ್ರ್ಯ ಸಂಗ್ರಾಮದಲ್ಲಿ ಹೋರಾಡಿದ 282 ಭಾರತೀಯ ಸೈನಿಕರ ಅಸ್ಥಿಪಂಜರ ಪತ್ತೆ,asianet,1
ಬಿಜೆಪಿ ರಾಜ್ಯಗಳಿಗೆ ಮೋದಿ ಚುರುಕು: ಎಲ್ಲರಿಗೂ ಸೌಲಭ್ಯ ತಲುಪಿಸಿ,asianet,1
2018 ರಲ್ಲಿ ಸ್ಪೇನ್‌ನಲ್ಲಿ ನಡೆದಿದ್ದ ನೃತ್ಯ ಕಾರ್ಯಕ್ರಮದ ವಿಡಿಯೊವನ್ನು ಅಯೋಧ್ಯೆ ರಾಮ ಮಂದಿರ ನಿರ್ಮಾಣದ ಸಂಭ್ರಮಾಚರಣೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಅಯೋಧ್ಯೆ ರಾಮಮಂದಿರ ಚಿತ್ರವಿರುವ ಜಾಹೀರಾತು ಫಲಕಗಳನ್ನು ಹೊಂದಿರುವ ಟ್ರಕ್‌ನ ಈ ವಿಡಿಯೋ ಸಿಡ್ನಿಯದ್ದು (ಆಸ್ಟ್ರೇಲಿಯಾ),factly,0
ಮದುವೆ ಹಾಲ್‌ಗೆ ಅಪ್ಪಳಿಸಿದ ಸಮುದ್ರದಲೆ: ಸಂಭ್ರಮದಲ್ಲಿದ್ದವರಿಗೆ ಶಾಕ್: ವೈರಲ್ ವಿಡಿಯೋ,asianet,1
 ಮಹಾರಾಷ್ಟ್ರದಲ್ಲಿದೆ ಬೋಟ್‌ ಆ್ಯಂಬುಲೆನ್ಸ್‌,asianet,0
ಶಾಲಾ-ಕಾಲೇಜುಗಳಿಗೆ 15 ದಿನ ರಜೆನಾ? ಸುತ್ತೋಲೆ ಬಗ್ಗೆ ಶಿಕ್ಷಣ ಇಲಾಖೆ ಸ್ಪಷ್ಟನೆ,asianet,0
"₹2 ಕೋಟಿ ವೆಚ್ಚದ ರಸ್ತೆ ಕಾಮಗಾರಿಗೆ ಚಾಲನೆ                              
                        ",prajavani,1
Crime News: ರಾತ್ರಿ ಊಟ ಬಡಿಸಲಿಲ್ಲ ಎಂದು ಪತ್ನಿಯನ್ನು ಕೊಂದು ಶವದ ಪಕ್ಕದಲ್ಲೇ ಮಲಗಿದ ಪತಿ ,asianet,1
ಮಡಿಕೇರಿಯ ಶಾಲಾ ಆವರಣದಲ್ಲಿ ಶಸ್ತ್ರ ತರಬೇತಿ ನೀಡಿದ ನಾಯಕರ ಬಂಧಿಸಿ: ಸಿದ್ದರಾಮಯ್ಯ ಒತ್ತಾಯ,asianet,1
"ಗ್ಯಾನ್‌ವಾಪಿಯಲ್ಲಿ ದೇಗುಲ ಕುರುಹು: ಶಿವಲಿಂಗ, ಶೇಷನಾಗ, ಡಮರು, ತ್ರಿಶೂಲ ಪತ್ತೆ..",asianet,1
"ಜೆಎಸ್‌ಎಸ್‌ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕಾರ್ಯಾಗಾರ                              
                        ",prajavani,1
TRAI ಮೊಬೈಲ್ ಸೇವೆಗಳಿಗೆ 11-ಅಂಕಿಯ ಸಂಖ್ಯಾ ಯೋಜನೆಯನ್ನು ಶಿಫಾರಸ್ಸು ಮಾಡಿದೆ,factly,0
"ಆಫ್ರಿಕಾದ ಚೀತಾ ಭಾರತದ ಕಾಡಿಗೆ, ವೈಲ್ಡ್‌ಲೈಫ್‌ ತಜ್ಞರ ಕುತೂಹಲ ಪ್ರಯೋಗ",asianet,1
"‘ಪತ್ರಕರ್ತರಿಗೆ ಅಧಿಕೃತ ಗುರುತಿನ ಚೀಟಿ’                              
                        ",prajavani,1
ಮಹಿಳಾ ಹಾಕಿ: ಭಾರತ ತಂಡಕ್ಕೆ ಕಂಚು ,prajavani,1
"6 ಮದ್ವೆಯಾದ ಕಿಲಾಡಿ, ಒಂದೇ ಕಟ್ಟಡದಲ್ಲಿದ್ರೂ ಪತ್ನಿಯರಿಗೆ ಗೊತ್ತಾಗಲಿಲ್ಲ ಸಂಸಾರದ ಬಂಡಿ",asianet,1
ಕನ್ಹಯ್ಯ ಲಾಲ್ ಪರ ಪೋಸ್ಟ್ ಹಾಕಿದ ಹಿಂದೂ ಯುವತಿಗೆ ರೇಪ್ ಹಾಗೂ ಕೊಲೆ ಬೆದರಿಕೆ,asianet,1
ಸಂಬಂಧವಿಲ್ಲದ ಫೋಟೋಗಳನ್ನು ಇಟಲಿಯಲ್ಲಿ COVID-19 ಏಕಾಏಕಿ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
"ಇಷ್ಟಾರ್ಥ ಸಿದ್ಧಿಗಾಗಿ ಲಕ್ಷ್ಮೀ ಆರಾಧನೆ                              
                        ",prajavani,1
ಸರಳವಾಸ್ತು ಗುರೂಜಿ ಸಹಸ್ರಾರು ಕೋಟಿ ಒಡೆಯ: ಸಿಂಗಾಪುರಕ್ಕೆ ತೆರಳಿ ವಾಸ್ತುಶಾಸ್ತ್ರಜ್ಞರಾದರು,asianet,1
" ಹೆಂಡ್ತಿ ಜೊತೆ ಅಕ್ರಮ ಸಂಬಂಧ ಬೆಳೆಸಿದ್ದಕ್ಕೆ ಪೊಲೀಸ್​ ಕಿವಿ, ತುಟಿ ಕಟ್",news18,1
 ಮಾಂಸ​ದಂಗಡಿ ಮುಚ್ಚಲು ಕರೆ ಕೊಟ್ಟಸಚಿನ್‌ ತೆಂಡು​ಲ್ಕ​ರ್‌,asianet,0
 ರಾಜೀನಾಮೆ ನೀಡುವ ಬಿಜೆಪಿ ಪದಾಧಿಕಾರಿಗಳಿಗೆ ಅಭಿನಂದನೆ; ಬಿಜೆಪಿ ವಿರುದ್ಧ ಮುತಾಲಿಕ್ ಕಿಡಿ,news18,1
 ಬಿಜೆಪಿ ಶಾಸಕರ ವಿರುದ್ಧ ಉತ್ತರಪ್ರದೇಶ ಗ್ರಾಮಸ್ಥರ ಪ್ರತಿಭಟನೆ?,oneindia,0
ಕ್ಯಾ.ಅಭಿಲಾಷಾ ಮೊದಲ ಯುದ್ಧ ವಿಮಾನ ಪೈಲಟ್‌,asianet,1
Tumakuru: ಮನೆಗೆ ನುಗ್ಗಿ ರೈತನ ಥಳಿಸಿದ ಅರಣ್ಯಾಧಿಕಾರಿ: ರೈತ ಸಂಘಟನೆಗಳಿಂದ ಪ್ರತಿಭಟನೆ,asianet,1
"ಉಪರಾಷ್ಟ್ರಪತಿ ಚುನಾವಣೆ, ಬೆಳಗ್ಗೆ 10 ಗಂಟೆಯಿಂದ ಮತದಾನ, ಸಂಜೆ ಫಲಿತಾಂಶ ಘೋಷಣೆ",asianet,1
"ದ್ವಿಚಕ್ರ ವಾಹನ ಸವಾರರಿಗೆ ಹೆಲ್ಮೆಟ್‌, ಗುಲಾಬಿ                              
                        ",prajavani,1
" ವಿದ್ಯಾರ್ಥಿಗಳ ಶುಲ್ಕ ಪಾವತಿಗೆ ಕೇಂದ್ರದಿಂದ 11,000 ರೂ ನೆರವು?",oneindia,0
 ಈ ಬಾರಿ ದಸರಾಗೆ ಆನೆಗಳು ಬರಲ್ವಾ? ಮಾವುತರ ನಿರ್ಧಾರವೇನು?,news18,1
"ಐಸಿಸ್ ಜೊತೆ ನಂಟು ಆರೋಪ,  ಎನ್ಐಎ ವಶಕ್ಕೆ ಪಡೆದ ರಾಜ್ಯದ ಇಬ್ಬರು ಶಂಕಿತ ಆರೋಪಿಗಳ ಬಿಡುಗಡೆ",asianet,1
ಸಲಿಂಗ ಸಂಬಂಧ ವಿರೋಧಿಸಿದ್ದಕ್ಕೆ ಲಿಂಗ ಬದಲಿಸಿಕೊಂಡಳು,asianet,1
ಆನ್‌ಲೈನ್ ಸ್ಕ್ಯಾಮಲ್ಲಿ  ಹಣ ಕಳೆದುಕೊಂಡ ಸಚಿನ್ ತೆಂಡೂಲ್ಕರ್ ಭದ್ರತಾ ಸಿಬ್ಬಂದಿ,asianet,1
ಶಿರಸಿ: ವಿಪತ್ತು ಪಡೆಯಿಂದ ಚಾವಣಿ ವ್ಯವಸ್ಥೆ ,prajavani,1
 ಹತ್ರಾಸ್ ಆರೋಪಿ ತಂದೆ ಜತೆ ಮೋದಿ ಕಾಣಿಸಿಕೊಂಡ್ರಾ?,asianet,0
ಕಾಂಗ್ರೆಸ್‌ನಿಂದ ಮಾತ್ರ ಬಡವರ ಅಭಿವೃದ್ಧಿ: ಶಾಸಕ ಹಿಟ್ನಾಳ ಹೇಳಿಕೆ ,prajavani,1
"ದೆಹಲಿ: ಅಬಕಾರಿ ನೀತಿ ಜಾರಿ ವೈಫಲ್ಯ11 ಅಧಿಕಾರಿಗಳು ಅಮಾನತು                              
                        ",prajavani,1
PM Narendra Modi: ಕೋವಿಡ್‌ ಅನಾಥ ಮಕ್ಕಳಿಗೆ ಪ್ರಧಾನಿ ಆಸರೆ,asianet,1
ಮುಸ್ಲಿಂ ಸಿಬ್ಬಂದಿ ತೆಗೆದು ಹಿಂದೂಗಳ ನಿಯೋಜಿಸಿದ ಮಥುರಾ ಹೊಟೇಲ್‌,asianet,1
ಸೂಯೆಜ್ ಕಾಲುವೆಯಿಂದ ಹಡಗು ಬಿಡಿಸಿಕೊಂಡು ಚಲಿಸಿದಾಗ ಧೂಮ್ ಚಿತ್ರದ ಹಾಡನ್ನು ಹಾಕಿರಲಿಲ್ಲ,factly,0
" ಸರಕಾರದಿಂದ ಪ್ರತಿಯೊಬ್ಬರಿಗೂ 30,628 ರೂ ಸಿಗುವುದು ನಿಜವಾ? ",oneindia,0
ಜಗತ್ತಲ್ಲಿ ಆಗಿದ್ದಾಗಲಿ ನಮಗಂತೂ ನೋ ಟೆನ್ಷನ್: ಭಾರತಕ್ಕೆ ನಿರ್ಮಲಾ ಸೀತಾರಾಮನ್ ಅಭಯ‌ ,asianet,1
 ಕೇರಳದಲ್ಲಿ ಜಿಯೋ ಸೇವೆಯನ್ನು ನಿಷೇಧಿಸಲಾಗಿದೆಯಂತೆ,asianet,0
ಬೆಂಗಳೂರು: ವ್ಯಾಪಾರ ನಷ್ಟದಿಂದ ಚಿನ್ನದಂಗಡಿ ದರೋಡೆ ಮಾಡಿದ್ರು,asianet,1
"‌ಮೂಡುಬಿದಿರೆ: ಜನನ– ಮರಣ ನೋಂದಣಿ ಕಾಯ್ದೆ ತಿದ್ದುಪಡಿ: ಹಿಂಪಡೆಯಲು ಆಗ್ರಹ                              
                        ",prajavani,1
ಅಲಹಾಬಾದ್ ರೈಲ್ವೆ ಸೇತುವೆ ಕೆಳದಾರಿಯನ್ನು (ಅಂಡರ್‌ಪಾಸ್) ಪಿಎಂ ಮೋದಿಯವರ ಕ್ಷೇತ್ರ ವಾರಣಾಸಿಯ ರಸ್ತೆಯ ಸ್ಥಿತಿಯೆಂದು ತಪ್ಪಾಗಿ ಚಿತ್ರಿಸಲಾಗಿದೆ,factly,0
ಅಜೆರ್ಬೈಜಾನ್‌ನ ಹಳೆಯ ಮತ್ತು ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ‘ಪೊಲೀಸರು ಸ್ಪೇನ್‌ನಲ್ಲಿ ಲಾಕ್‌ಡೌನ್ ಜಾರಿಗೊಳಿಸುತ್ತಿದ್ದಾರೆ’ ಎಂದು ಹಂಚಿಕೊಂಡಿದ್ದಾರೆ,factly,0
 ಬೈಕ್ ಕಳ್ಳತನಕ್ಕಾಗಿ 12 ವರ್ಷಗಳ ಹಿಂದೆ ಸಿಎಂ ಭಗವಂತ್ ಮಾನ್ ಬಂಧನ? ,oneindia,0
ಅಂಬಾನಿ ಮೊಮ್ಮಗನನ್ನು ನೋಡಲು ಆಸ್ಪತ್ರೆಗೆ ಭೇಟಿ ನೀಡಿದ ಪ್ರಧಾನಿ ಮೋದಿ ಎಂದು 2014ರ ಚಿತ್ರವನ್ನು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಕೈಯಾರೆ ಪಾನಿಪೂರಿ ಮಾಡಿ ಮಕ್ಕಳು, ಪ್ರವಾಸಿಗರಿಗೆ ನೀಡಿದ ಸಿಎಂ ಮಮತಾ ಬ್ಯಾನರ್ಜಿ, Viral Video",asianet,1
 ಭಾರತಕ್ಕೆ ಬೆದರಿಕೆ ಹಾಕಿದರಾ ತಾಲಿಬಾನ್ ಉಗ್ರರು? ,oneindia,0
"ಆರಂಭದಲ್ಲೇ ಅಬ್ಬರಿಸುತ್ತಿರುವ ಆಶ್ಲೇಷ                              
                        ",prajavani,1
